unique_work_number,installment_number,amount,release_date,transaction_type
MPLADS/MA/2025-2026/0333,2,515105.82,2025-07-23,Release
MPLADS/MA/2025-2026/0333,3,483352.78,2025-12-25,Release
MPLADS/MA/2025-2026/0333,4,388541.18,2026-03-07,Release
MPLADS/KA/2025-2026/0334,1,194673.73,2025-01-26,Release
MPLADS/KA/2025-2026/0334,2,153920.17,2025-04-10,Release
MPLADS/KA/2025-2026/0334,3,164790.23,2025-06-24,Release
MPLADS/KA/2025-2026/0334,4,187667.8,2025-10-21,Release
MPLADS/MA/2025-2026/0335,1,444117.66,2025-02-15,Release
MPLADS/MA/2025-2026/0335,2,530935.8,2025-08-06,Release
MPLADS/MA/2025-2026/0335,3,522688.18,2026-01-28,Release
MPLADS/KA/2026-2027/0336,1,379342.62,2026-08-14,Release
MPLADS/MA/2025-2026/0337,1,94073.75,2025-02-06,Release
MPLADS/MA/2025-2026/0337,2,88020.89,2025-07-22,Release
MPLADS/MA/2025-2026/0337,3,91336.91,2025-11-13,Release
MPLADS/MA/2025-2026/0337,4,155607.75,2026-04-15,Release
MPLADS/UT/2025-2026/0338,1,576936.79,2025-02-04,Release
MPLADS/UT/2025-2026/0338,2,574975.29,2025-07-14,Release
MPLADS/TA/2025-2026/0339,1,738313.56,2025-06-29,Release
MPLADS/TA/2025-2026/0339,2,594366.89,2025-11-15,Release
MPLADS/KA/2024-2025/0340,1,501351.94,2024-11-14,Release
MPLADS/KA/2024-2025/0340,2,523069.48,2025-04-06,Release
MPLADS/KA/2024-2025/0340,3,329320.46,2025-08-12,Release
MPLADS/MA/2024-2025/0341,1,657935.72,2024-03-18 00:00:00,Release
MPLADS/MA/2025-2026/0342,1,763146.43,2025-04-01,Release
MPLADS/MA/2025-2026/0342,2,766668.03,2025-09-15,Release
MPLADS/MA/2025-2026/0343,1,2758395.86,2025-11-02,Release
MPLADS/MA/2025-2026/0343,2,2680919.76,2026-02-27,Release
MPLADS/MA/2025-2026/0343,3,1719860.82,2026-04-29,Release
MPLADS/KA/2024-2025/0344,1,145713.45,2024-09-07,Release
MPLADS/KA/2024-2025/0344,2,140393.82,2025-02-08,Release
MPLADS/MA/2024-2025/0345,1,310173.33,2024-02-09,Release
MPLADS/MA/2024-2025/0345,2,313660.61,2024-05-20,Release
MPLADS/MA/2024-2025/0345,3,476181.51,2024-10-15,Release
MPLADS/KA/2024-2025/0346,1,375657.42,2025-01-21,Release
MPLADS/KA/2024-2025/0346,2,390814.23,2025-05-12,Release
MPLADS/KA/2024-2025/0346,3,359348.12,2025-08-05,Release
MPLADS/KA/2024-2025/0346,4,211509.72,2025-11-08,Release
MPLADS/TA/2026-2027/0347,1,163972.34,2026-03-23,Release
MPLADS/TA/2026-2027/0347,2,146001.87,2026-07-18,Release
MPLADS/TA/2026-2027/0347,3,141813.19,2026-12-29,Release
MPLADS/UT/2025-2026/0348,1,178477.3,2025-03-11,Release
MPLADS/UT/2025-2026/0348,2,130365.77,2025-06-11,Release
MPLADS/MA/2023-2024/0349,1,349516.63,2023-10-17,Release
MPLADS/MA/2023-2024/0349,2,449957.84,2024-01-12,Release
MPLADS/UT/2025-2026/0350,1,542438.36,2025-05-25,Release
MPLADS/UT/2025-2026/0350,2,557674.21,2025-11-16,Release
MPLADS/KA/2026-2027/0351,1,567966.14,2026-02-17,Release
MPLADS/KA/2026-2027/0351,2,477524.66,2026-07-30,Release
MPLADS/TA/2025-2026/0352,1,206673.58,2025-06-20,Release
MPLADS/TA/2025-2026/0352,2,222156.62,2025-03-23 00:00:00,Release
MPLADS/TA/2025-2026/0352,3,239260.64,2025-07-14 00:00:00,Release
MPLADS/MA/2025-2026/0353,1,898205.18,2025-08-01,Release
MPLADS/MA/2025-2026/0353,2,939621.19,2025-09-30,Release
MPLADS/MA/2025-2026/0353,3,582511.07,2026-03-16,Release
MPLADS/UT/2025-2026/0354,1,523646.17,2025-12-29,Release
MPLADS/MA/2025-2026/0355,1,828535.29,2025-06-02,Release
MPLADS/MA/2025-2026/0355,2,707805.38,2025-11-17,Release
MPLADS/KA/2026-2027/0356,1,370322.76,2026-03-03,Release
MPLADS/KA/2026-2027/0356,2,426804.3,2026-06-26,Release
MPLADS/MA/2025-2026/0357,1,644652.19,2025-08-19,Release
MPLADS/MA/2025-2026/0357,2,479212.6,2026-03-16 00:00:00,Release
MPLADS/TA/2026-2027/0358,1,604148.42,2026-04-25,Release
MPLADS/TA/2026-2027/0358,2,669262.86,2026-08-03,Release
MPLADS/TA/2026-2027/0358,3,480486.62,2027-01-23,Release
MPLADS/UT/2026-2027/0359,1,845824.9,2026-10-12,Release
MPLADS/UT/2026-2027/0359,2,792569.99,2027-01-15,Release
MPLADS/UT/2026-2027/0359,3,921683.43,2027-04-13,Release
MPLADS/UT/2026-2027/0360,1,556744.26,2026-02-11,Release
MPLADS/UT/2023-2024/0361,1,3281436.8,2024-01-06,Release
MPLADS/MA/2026-2027/0362,1,961774.14,2026-02-20,Release
MPLADS/MA/2026-2027/0362,2,958309.22,2026-05-19,Release
MPLADS/UT/2026-2027/0363,1,215768.61,2026-05-10,Release
MPLADS/UT/2026-2027/0363,2,185845.77,2026-09-20,Release
MPLADS/KA/2025-2026/0364,1,1996337.29,2025-07-29,Release
MPLADS/KA/2025-2026/0364,2,2073433.53,2026-01-23,Release
MPLADS/MA/2024-2025/0365,1,463504.91,2024-12-24,Release
MPLADS/MA/2024-2025/0365,2,502858.62,2025-02-28,Release
MPLADS/MA/2024-2025/0365,3,457561.83,2025-06-22,Release
MPLADS/TA/2025-2026/0366,1,330392.18,2025-03-22 00:00:00,Release
MPLADS/TA/2025-2026/0366,2,347684.99,2025-06-04 00:00:00,Release
MPLADS/TA/2025-2026/0366,3,496756.66,2025-08-07 00:00:00,Release
MPLADS/TA/2025-2026/0367,1,959606.44,2025-08-11,Release
MPLADS/TA/2025-2026/0367,2,1035782.9,2025-11-07,Release
MPLADS/MA/2023-2024/0368,1,1978397.9,2023-12-06,Release
MPLADS/TA/2025-2026/0369,1,239451.71,2025-04-13,Release
MPLADS/TA/2025-2026/0369,2,295368.33,2025-06-20,Release
MPLADS/UT/2023-2024/0370,1,370674.85,2023-12-02,Release
MPLADS/UT/2023-2024/0370,2,448014.04,2024-04-26,Release
MPLADS/UT/2025-2026/0371,1,856370.07,2026-01-14,Release
MPLADS/UT/2025-2026/0371,2,811493.38,2026-06-29,Release
MPLADS/UT/2025-2026/0372,1,312247.95,2025-04-16,Release
MPLADS/UT/2025-2026/0372,2,324312.98,2025-08-23,Release
MPLADS/MA/2025-2026/0373,1,3289856.04,2025-06-24,Release
MPLADS/MA/2025-2026/0374,1,965917.55,2025-04-02,Release
MPLADS/MA/2025-2026/0374,2,797144.18,2025-03-28 00:00:00,Release
MPLADS/MA/2025-2026/0374,3,746118.01,2025-07-12 00:00:00,Release
MPLADS/MA/2025-2026/0374,4,872570.11,2026-01-05 00:00:00,Release
MPLADS/MA/2026-2027/0375,1,981671.87,2026-09-29,Release
MPLADS/MA/2026-2027/0375,2,744406.95,2026-12-20,Release
MPLADS/MA/2026-2027/0375,3,738508.26,2027-06-11,Release
MPLADS/KA/2026-2027/0376,1,204631.21,2026-03-04,Release
MPLADS/KA/2026-2027/0376,2,286098.83,2026-07-14,Release
MPLADS/KA/2026-2027/0376,3,232191.32,2026-10-18,Release
MPLADS/MA/2025-2026/0377,1,344386.29,2025-03-21,Release
MPLADS/MA/2025-2026/0377,2,343052.95,2025-08-30,Release
MPLADS/MA/2025-2026/0377,3,433782.34,2025-11-25,Release
MPLADS/MA/2024-2025/0378,1,237935.58,2024-05-17,Release
MPLADS/MA/2024-2025/0378,2,220297.71,2024-09-18,Release
MPLADS/MA/2024-2025/0378,3,161665.68,2024-12-06,Release
MPLADS/TA/2025-2026/0379,1,1599145.5,2025-11-10,Release
MPLADS/UT/2025-2026/0380,1,156201.02,2025-08-24,Release
MPLADS/UT/2025-2026/0380,2,124761.53,2026-01-07,Release
MPLADS/UT/2025-2026/0380,3,123978.36,2026-06-02,Release
MPLADS/UT/2023-2024/0381,1,390591.98,2023-12-18,Release
MPLADS/KA/2024-2025/0382,1,321400.63,2024-02-13,Release
MPLADS/KA/2024-2025/0382,2,430023.54,2024-05-23,Release
MPLADS/MA/2025-2026/0383,1,57354.05,2025-04-18,Release
MPLADS/MA/2025-2026/0383,2,84161.51,2025-06-28,Release
MPLADS/KA/2026-2027/0384,1,1066061.67,2026-10-13,Release
MPLADS/UT/2024-2025/0385,1,297117.24,2024-05-08,Release
MPLADS/UT/2024-2025/0385,2,226124.25,2024-08-10,Release
MPLADS/TA/2026-2027/0386,1,184933.36,2026-05-09,Release
MPLADS/TA/2026-2027/0386,2,238799.61,2026-09-11,Release
MPLADS/TA/2026-2027/0386,3,219351.28,2026-12-06,Release
MPLADS/TA/2026-2027/0386,4,228649.7,2027-04-08,Release
MPLADS/UT/2025-2026/0387,1,815214.94,2026-01-05,Release
MPLADS/UT/2025-2026/0387,2,572842.74,2026-05-24,Release
MPLADS/UT/2024-2025/0388,1,797912.14,2024-03-31 00:00:00,Release
MPLADS/UT/2024-2025/0388,2,906813.68,2024-07-25 00:00:00,Release
MPLADS/UT/2024-2025/0388,3,1140074.07,2024-10-31 00:00:00,Release
MPLADS/TA/2025-2026/0389,1,254532.68,2025-07-19,Release
MPLADS/TA/2025-2026/0389,2,224115.9,2025-10-10,Release
MPLADS/TA/2025-2026/0389,3,227159.93,2026-01-08,Release
MPLADS/TA/2025-2026/0389,4,340637.49,2026-05-17,Release
MPLADS/MA/2024-2025/0390,1,132773.75,2024-09-04,Release
MPLADS/MA/2024-2025/0390,2,144857.46,2024-11-16,Release
MPLADS/MA/2025-2026/0391,1,315001.63,2025-03-29 00:00:00,Release
MPLADS/MA/2025-2026/0391,2,354987.54,2025-06-02 00:00:00,Release
MPLADS/MA/2025-2026/0391,3,245522.3,2025-08-18 00:00:00,Release
MPLADS/MA/2024-2025/0392,1,319653.56,2024-02-15,Release
MPLADS/MA/2024-2025/0392,2,403289.34,2024-06-21,Release
MPLADS/KA/2024-2025/0393,1,409648.35,2024-09-02,Release
MPLADS/KA/2024-2025/0393,2,420176.07,2024-12-06,Release
MPLADS/KA/2024-2025/0393,3,301724.86,2025-06-02,Release
MPLADS/UT/2025-2026/0394,1,1289927.72,2025-09-08,Release
MPLADS/UT/2025-2026/0394,2,1091330.6,2026-01-30,Release
MPLADS/MA/2025-2026/0395,1,845421.14,2025-06-30,Release
MPLADS/MA/2025-2026/0395,2,873338.52,2025-09-27,Release
MPLADS/MA/2025-2026/0395,3,1116103.13,2026-03-25,Release
MPLADS/MA/2025-2026/0395,4,1330754.54,2026-06-22,Release
MPLADS/KA/2024-2025/0396,1,1385254.34,2024-01-20,Release
MPLADS/TA/2026-2027/0397,1,2055522.59,2026-11-18,Release
MPLADS/KA/2024-2025/0398,1,942142.1,2024-12-15,Release
MPLADS/MA/2025-2026/0399,1,208868.08,2025-08-14,Release
MPLADS/MA/2025-2026/0399,2,154842.84,2025-03-18 00:00:00,Release
MPLADS/MA/2025-2026/0399,3,193005.82,2025-03-19 00:00:00,Release
MPLADS/MA/2025-2026/0400,1,1055626.97,2025-11-13,Release
MPLADS/MA/2025-2026/0400,2,1359658.95,2026-05-08,Release
MPLADS/KA/2024-2025/0401,1,56397.34,2024-03-13,Release
MPLADS/KA/2024-2025/0401,2,47979.31,2024-07-07,Release
MPLADS/KA/2024-2025/0401,3,43859.44,2024-09-14,Release
MPLADS/KA/2023-2024/0402,1,786469.04,2024-01-02,Release
MPLADS/KA/2024-2025/0403,1,1207850.51,2024-04-01,Release
MPLADS/KA/2024-2025/0403,2,1137166.19,2024-09-27,Release
MPLADS/UT/2026-2027/0404,1,288989.19,2026-07-13,Release
MPLADS/UT/2026-2027/0404,2,199746.79,2026-12-03,Release
MPLADS/UT/2026-2027/0404,3,249252.75,2027-03-06,Release
MPLADS/KA/2025-2026/0405,1,204292.65,2025-12-27,Release
MPLADS/KA/2025-2026/0405,2,199139.1,2026-03-06,Release
MPLADS/KA/2025-2026/0405,3,191858.84,2026-07-22,Release
MPLADS/KA/2025-2026/0405,4,114485.2,2026-09-24,Release
MPLADS/MA/2025-2026/0406,1,189539.65,2025-11-23,Release
MPLADS/MA/2025-2026/0406,2,156122.04,2026-03-31 00:00:00,Release
MPLADS/MA/2025-2026/0406,3,227826.98,2026-06-27 00:00:00,Release
MPLADS/MA/2026-2027/0407,1,476531.82,2026-10-17,Release
MPLADS/KA/2023-2024/0408,1,1374211.81,2023-11-26,Release
MPLADS/KA/2023-2024/0408,2,1240223.87,2024-02-08,Release
MPLADS/KA/2023-2024/0408,3,1200928.92,2024-08-01,Release
MPLADS/MA/2026-2027/0409,1,768923.14,2026-07-24,Release
MPLADS/TA/2024-2025/0410,1,380071.24,2024-02-25,Release
MPLADS/TA/2024-2025/0410,2,543932.34,2024-03-26 00:00:00,Release
MPLADS/MA/2024-2025/0411,1,889452.25,2024-02-20,Release
MPLADS/MA/2024-2025/0411,2,1205963.69,2024-05-22,Release
MPLADS/MA/2024-2025/0412,1,3689484.26,2024-05-11,Release
MPLADS/KA/2024-2025/0413,1,230165.3,2024-12-06,Release
MPLADS/KA/2024-2025/0413,2,260250.24,2025-04-24,Release
MPLADS/MA/2024-2025/0414,1,1093247.99,2024-07-12,Release
MPLADS/MA/2024-2025/0415,1,693423.71,2024-08-06,Release
MPLADS/MA/2024-2025/0415,2,1021876.49,2024-11-08,Release
MPLADS/MA/2024-2025/0416,1,293306.34,2024-03-21 00:00:00,Release
MPLADS/MA/2024-2025/0416,2,268677.86,2024-07-07 00:00:00,Release
MPLADS/MA/2024-2025/0416,3,360493.03,2024-09-11 00:00:00,Release
MPLADS/UT/2026-2027/0417,1,1008995.26,2026-10-24,Release
MPLADS/UT/2026-2027/0417,2,769224.88,2027-03-28 00:00:00,Release
MPLADS/UT/2026-2027/0417,3,824564.28,2027-09-14 00:00:00,Release
MPLADS/TA/2024-2025/0418,1,465526.53,2024-10-02,Release
MPLADS/TA/2024-2025/0418,2,312713.98,2025-01-24,Release
MPLADS/TA/2026-2027/0419,1,405114.37,2026-12-18,Release
MPLADS/TA/2026-2027/0419,2,291506.01,2027-05-14,Release
MPLADS/MA/2024-2025/0420,1,854386.19,2024-03-15,Release
MPLADS/MA/2024-2025/0420,2,752067.95,2024-08-25,Release
MPLADS/MA/2024-2025/0421,1,410090.05,2024-05-14,Release
MPLADS/MA/2024-2025/0421,2,596511.05,2024-10-02,Release
MPLADS/MA/2024-2025/0422,1,524971.97,2024-06-28,Release
MPLADS/MA/2024-2025/0422,2,544175.36,2024-10-01,Release
MPLADS/MA/2024-2025/0422,3,633476.16,2024-12-29,Release
MPLADS/MA/2024-2025/0422,4,705721.43,2025-05-17,Release
MPLADS/TA/2026-2027/0423,1,509918.19,2026-07-30,Release
MPLADS/MA/2026-2027/0424,1,450509.35,2026-05-03,Release
MPLADS/MA/2026-2027/0424,2,506662.8,2026-09-16,Release
MPLADS/MA/2025-2026/0425,1,684205.4,2025-11-08,Release
MPLADS/TA/2025-2026/0426,1,598194.92,2025-02-21,Release
MPLADS/UT/2025-2026/0427,1,642740.23,2025-03-21 00:00:00,Release
MPLADS/UT/2025-2026/0427,2,510573.89,2025-08-31 00:00:00,Release
MPLADS/UT/2025-2026/0427,3,502167.53,2026-02-01 00:00:00,Release
MPLADS/MA/2025-2026/0428,1,888349.09,2025-04-28,Release
MPLADS/MA/2025-2026/0429,1,551083.61,2025-10-16,Release
MPLADS/MA/2025-2026/0429,2,532947.24,2026-03-27,Release
MPLADS/MA/2025-2026/0429,3,864415.55,2026-08-01,Release
MPLADS/UT/2024-2025/0430,1,76702.72,2024-10-08,Release
MPLADS/UT/2024-2025/0430,2,95207.81,2024-12-21,Release
MPLADS/MA/2026-2027/0431,1,191180.42,2026-03-08,Release
MPLADS/MA/2026-2027/0431,2,186154.6,2026-08-15,Release
MPLADS/MA/2026-2027/0431,3,199864.63,2027-01-27,Release
MPLADS/MA/2024-2025/0432,1,123425.11,2024-08-04,Release
MPLADS/MA/2024-2025/0433,1,334754.32,2024-10-18,Release
MPLADS/MA/2024-2025/0433,2,325674.62,2025-01-07,Release
MPLADS/MA/2024-2025/0433,3,491293.29,2025-05-17,Release
MPLADS/KA/2026-2027/0434,1,555214.71,2026-04-09,Release
MPLADS/MA/2026-2027/0435,1,8536899.53,2026-06-19,Release
MPLADS/UT/2026-2027/0436,1,539634.83,2026-03-10,Release
MPLADS/KA/2024-2025/0437,1,1668205.84,2024-07-15,Release
MPLADS/KA/2024-2025/0437,2,1779827.95,2024-11-27,Release
MPLADS/KA/2024-2025/0437,3,1129176.41,2025-02-05,Release
MPLADS/TA/2023-2024/0438,1,170410.87,2023-12-26,Release
MPLADS/TA/2023-2024/0438,2,230539.51,2024-03-30,Release
MPLADS/TA/2023-2024/0438,3,186208.36,2024-07-06,Release
MPLADS/KA/2024-2025/0439,1,125081.67,2024-12-21,Release
MPLADS/KA/2024-2025/0439,2,162011.52,2025-06-03,Release
MPLADS/TA/2025-2026/0440,1,108045.63,2025-07-10,Release
MPLADS/TA/2025-2026/0440,2,121682.31,2025-11-09,Release
MPLADS/TA/2025-2026/0440,3,146642.66,2026-02-13,Release
MPLADS/TA/2025-2026/0440,4,122548.89,2026-06-30,Release
MPLADS/MA/2025-2026/0441,1,1413940.11,2025-07-25,Release
MPLADS/UT/2025-2026/0442,1,109155.76,2025-05-07,Release
MPLADS/UT/2025-2026/0442,2,113773.83,2025-08-11,Release
MPLADS/UT/2025-2026/0442,3,67131.6,2026-01-11,Release
MPLADS/UT/2025-2026/0443,1,42242.65,2025-12-30,Release
MPLADS/UT/2025-2026/0443,2,50989.21,2026-04-04,Release
MPLADS/UT/2025-2026/0443,3,46764.6,2026-07-18,Release
MPLADS/UT/2025-2026/0444,1,191730.31,2025-05-14,Release
MPLADS/UT/2025-2026/0444,2,166094.94,2025-10-09,Release
MPLADS/UT/2025-2026/0444,3,180323.5,2026-02-01,Release
MPLADS/KA/2024-2025/0445,1,364002.43,2024-03-15 00:00:00,Release
MPLADS/UT/2025-2026/0446,1,147313.74,2025-09-20,Release
MPLADS/UT/2025-2026/0446,2,111605.15,2025-12-25,Release
MPLADS/UT/2025-2026/0446,3,133726.66,2026-03-06,Release
MPLADS/MA/2025-2026/0447,1,120792.88,2025-03-23,Release
MPLADS/MA/2025-2026/0447,2,141024.29,2025-08-08,Release
MPLADS/MA/2025-2026/0447,3,182532.92,2025-12-27,Release
MPLADS/KA/2025-2026/0448,1,707846.4,2025-11-07,Release
MPLADS/KA/2025-2026/0448,2,713405.22,2026-03-23,Release
MPLADS/MA/2026-2027/0449,1,625925.91,2026-09-24,Release
MPLADS/MA/2026-2027/0449,2,695020.23,2027-01-21,Release
MPLADS/MA/2026-2027/0449,3,442279.62,2027-05-05,Release
MPLADS/UT/2024-2025/0450,1,674096.28,2024-03-23 00:00:00,Release
MPLADS/UT/2024-2025/0450,2,580166.11,2024-07-25 00:00:00,Release
MPLADS/TA/2024-2025/0451,1,912477.95,2024-10-02,Release
MPLADS/TA/2024-2025/0451,2,955859.59,2025-03-27,Release
MPLADS/MA/2026-2027/0452,1,204932.72,2026-09-30,Release
MPLADS/MA/2026-2027/0452,2,268017.65,2027-02-17,Release
MPLADS/MA/2026-2027/0453,1,344690.19,2026-04-06,Release
MPLADS/MA/2026-2027/0453,2,352500.01,2026-09-11,Release
MPLADS/MA/2026-2027/0453,3,258607.95,2026-11-16,Release
MPLADS/MA/2026-2027/0454,1,187419.32,2026-04-06,Release
MPLADS/MA/2026-2027/0454,2,215798.47,2026-08-14,Release
MPLADS/MA/2026-2027/0454,3,224652.59,2026-10-17,Release
MPLADS/MA/2026-2027/0454,4,161635.92,2027-02-21,Release
MPLADS/MA/2025-2026/0455,1,379176.66,2025-12-03,Release
MPLADS/MA/2025-2026/0455,2,304662.38,2026-03-07,Release
MPLADS/TA/2025-2026/0456,1,618726.95,2025-11-11,Release
MPLADS/TA/2025-2026/0456,2,462213.78,2026-03-15,Release
MPLADS/KA/2026-2027/0457,1,298384.59,2026-06-29,Release
MPLADS/KA/2026-2027/0457,2,300401.63,2026-12-12,Release
MPLADS/KA/2026-2027/0457,3,265864.15,2027-03-23,Release
MPLADS/MA/2024-2025/0458,1,108082.87,2024-08-07,Release
MPLADS/MA/2024-2025/0458,2,114352.47,2024-11-27,Release
MPLADS/UT/2026-2027/0459,1,264492.49,2026-02-23,Release
MPLADS/UT/2026-2027/0459,2,214192.23,2026-06-20,Release
MPLADS/MA/2026-2027/0460,1,178876.8,2026-07-03,Release
MPLADS/MA/2026-2027/0460,2,208200.24,2026-11-20,Release
MPLADS/TA/2024-2025/0461,1,181705.05,2024-08-03,Release
MPLADS/TA/2024-2025/0461,2,164326.9,2025-01-17,Release
MPLADS/TA/2024-2025/0461,3,134149.19,2025-06-24,Release
MPLADS/KA/2026-2027/0462,1,462431.84,2026-03-26,Release
MPLADS/KA/2026-2027/0462,2,690436.0,2026-08-29,Release
MPLADS/TA/2025-2026/0463,1,913264.73,2025-05-31,Release
MPLADS/TA/2025-2026/0463,2,684104.31,2025-08-09,Release
MPLADS/TA/2025-2026/0464,1,541838.92,2026-01-07,Release
MPLADS/TA/2025-2026/0464,2,569579.36,2026-03-12,Release
MPLADS/MA/2025-2026/0465,1,429291.41,2025-03-18 00:00:00,Release
MPLADS/MA/2025-2026/0465,2,531831.65,2025-07-11 00:00:00,Release
MPLADS/MA/2025-2026/0465,3,370344.84,2025-12-30 00:00:00,Release
MPLADS/TA/2026-2027/0466,1,1643639.67,2026-09-10,Release
MPLADS/MA/2024-2025/0467,1,1826422.72,2024-10-21,Release
MPLADS/MA/2026-2027/0468,1,981289.52,2026-03-21 00:00:00,Release
MPLADS/TA/2024-2025/0469,1,1567027.32,2024-08-30,Release
MPLADS/TA/2025-2026/0470,1,447110.76,2025-07-03,Release
MPLADS/MA/2026-2027/0471,1,142091.17,2026-03-05,Release
MPLADS/MA/2026-2027/0471,2,151595.85,2026-08-05,Release
MPLADS/MA/2026-2027/0471,3,219283.38,2026-12-15,Release
MPLADS/UT/2026-2027/0472,1,79085.67,2026-10-04,Release
MPLADS/UT/2026-2027/0472,2,72723.34,2027-03-07,Release
MPLADS/KA/2025-2026/0473,1,112618.34,2025-10-20,Release
MPLADS/KA/2025-2026/0473,2,149712.85,2026-03-17 00:00:00,Release
MPLADS/MA/2024-2025/0474,1,167459.65,2024-08-07,Release
MPLADS/MA/2024-2025/0474,2,161248.23,2024-10-21,Release
MPLADS/MA/2024-2025/0474,3,210999.53,2025-03-29,Release
MPLADS/KA/2025-2026/0475,1,1571853.74,2025-08-29,Release
MPLADS/KA/2025-2026/0475,2,1351984.49,2026-02-12,Release
MPLADS/KA/2025-2026/0475,3,1236552.28,2026-07-10,Release
MPLADS/MA/2024-2025/0476,1,186920.86,2024-03-25,Release
MPLADS/MA/2024-2025/0476,2,211462.63,2024-08-10,Release
MPLADS/MA/2024-2025/0477,1,248589.49,2025-01-06,Release
MPLADS/MA/2024-2025/0477,2,317457.98,2025-03-24 00:00:00,Release
MPLADS/MA/2025-2026/0478,1,575836.44,2025-03-23,Release
MPLADS/UT/2024-2025/0479,1,2704850.03,2024-07-23,Release
MPLADS/UT/2024-2025/0479,2,1961718.44,2024-11-22,Release
MPLADS/UT/2024-2025/0479,3,2101802.5,2025-04-13,Release
MPLADS/MA/2024-2025/0480,1,484730.74,2024-03-14,Release
MPLADS/MA/2024-2025/0480,2,483856.81,2024-08-27,Release
MPLADS/MA/2024-2025/0480,3,306597.67,2025-01-15,Release
MPLADS/UT/2025-2026/0481,1,2005524.0,2025-11-29,Release
MPLADS/UT/2025-2026/0482,1,98038.35,2025-12-19,Release
MPLADS/UT/2025-2026/0482,2,84098.99,2026-05-13,Release
MPLADS/UT/2025-2026/0482,3,123827.98,2026-10-17,Release
MPLADS/UT/2024-2025/0483,1,56917.03,2024-10-30,Release
MPLADS/UT/2024-2025/0483,2,43265.51,2025-04-28,Release
MPLADS/UT/2024-2025/0483,3,61801.97,2025-08-10,Release
MPLADS/UT/2026-2027/0484,1,206016.73,2026-05-07,Release
MPLADS/UT/2026-2027/0484,2,287692.5,2026-09-24,Release
MPLADS/KA/2026-2027/0485,1,233139.26,2026-05-28,Release
MPLADS/KA/2025-2026/0486,1,464426.27,2025-11-29,Release
MPLADS/KA/2025-2026/0487,1,359483.36,2025-07-29,Release
MPLADS/KA/2025-2026/0487,2,313853.61,2025-11-28,Release
MPLADS/KA/2025-2026/0487,3,326131.83,2026-05-05,Release
MPLADS/MA/2025-2026/0488,1,263080.1,2025-06-02,Release
MPLADS/UT/2026-2027/0489,1,459634.65,2026-11-23,Release
MPLADS/UT/2026-2027/0489,2,432662.6,2027-04-27,Release
MPLADS/UT/2026-2027/0489,3,268986.54,2027-10-02,Release
MPLADS/MA/2025-2026/0490,1,290166.25,2025-06-07,Release
MPLADS/MA/2025-2026/0490,2,298184.69,2025-09-23,Release
MPLADS/MA/2025-2026/0490,3,252931.51,2026-01-02,Release
MPLADS/MA/2025-2026/0491,1,765689.56,2025-03-31,Release
MPLADS/MA/2025-2026/0491,2,669392.99,2025-07-28,Release
MPLADS/MA/2025-2026/0491,3,536211.07,2025-11-21,Release
MPLADS/MA/2024-2025/0492,1,1309355.0,2024-07-10,Release
MPLADS/MA/2024-2025/0492,2,1596996.92,2024-10-21,Release
MPLADS/KA/2026-2027/0493,1,634616.56,2026-10-04,Release
MPLADS/KA/2026-2027/0493,2,464906.94,2026-12-06,Release
MPLADS/KA/2026-2027/0493,3,620139.59,2027-03-14,Release
MPLADS/KA/2026-2027/0493,4,428679.63,2027-09-10,Release
MPLADS/MA/2025-2026/0494,1,108526.62,2025-05-06,Release
MPLADS/MA/2025-2026/0494,2,145444.12,2025-07-23,Release
MPLADS/MA/2025-2026/0494,3,135404.58,2025-10-12,Release
MPLADS/KA/2026-2027/0495,1,1020394.24,2026-11-25,Release
MPLADS/KA/2026-2027/0495,2,852483.7,2027-04-05,Release
MPLADS/TA/2024-2025/0496,1,390211.02,2024-11-03,Release
MPLADS/TA/2024-2025/0496,2,332728.71,2025-03-28,Release
MPLADS/TA/2025-2026/0497,1,320503.22,2025-11-08,Release
MPLADS/TA/2025-2026/0497,2,247807.01,2026-03-02,Release
MPLADS/MA/2026-2027/0498,1,569201.17,2026-10-17,Release
MPLADS/MA/2026-2027/0498,2,611454.56,2027-01-31,Release
MPLADS/MA/2026-2027/0498,3,779259.38,2027-06-18,Release
MPLADS/MA/2023-2024/0499,1,136361.54,2024-01-01,Release
MPLADS/MA/2023-2024/0499,2,149623.64,2024-03-20,Release
MPLADS/TA/2026-2027/0500,1,344890.55,2026-04-28,Release
MPLADS/UT/2025-2026/0092-DUP,1,733414.22,2025-08-17,Release
MPLADS/UT/2025-2026/0092-DUP,2,707350.88,2025-11-05,Release
MPLADS/UT/2025-2026/0092-DUP,3,846890.2,2026-02-22,Release
MPLADS/KA/2026-2027/0226-DUP,1,1245559.67,2026-10-08,Release
MPLADS/KA/2026-2027/0226-DUP,2,1511751.55,2027-02-22,Release
MPLADS/UT/2026-2027/0036-DUP,1,80084.63,2026-10-27,Release
MPLADS/UT/2026-2027/0036-DUP,2,87606.01,2027-04-02,Release
MPLADS/UT/2026-2027/0036-DUP,3,107976.6,2027-03-23 00:00:00,Release
MPLADS/MA/2024-2025/0252-DUP,1,475409.44,2024-12-03,Release
MPLADS/MA/2024-2025/0252-DUP,2,551681.1,2025-03-31,Release
MPLADS/MA/2024-2025/0252-DUP,3,720871.55,2025-08-25,Release
MPLADS/MA/2024-2025/0476-DUP,1,57069.09,2024-03-22,Release
